SaleKey,CityKey,CustomerKey,BillToCustomerKey,StockItemKey,InvoiceDateKey,DeliveryDateKey,SalespersonKey,WWIInvoiceID,Description,Package,Quantity,UnitPrice,TaxRate,TotalExcludingTax,TaxAmount,Profit,TotalIncludingTax,TotalDryItems,TotalChillerItems,LineageKey,ProductId
8350921,64853,302,202,192,2019-12-30,2019-12-31,9,242,DBA joke mug - two types of DBAs (White),Each,2,4.33,15.000,8.67,1.30,2.84,9.97,2,0,11,30
7745101,64853,302,202,192,2019-10-31,2019-11-01,9,242,DBA joke mug - two types of DBAs (White),Each,2,4.33,15.000,8.67,1.30,2.84,9.97,2,0,11,30
7745941,64853,302,202,192,2019-10-31,2019-11-01,9,242,DBA joke mug - two types of DBAs (White),Each,2,4.33,15.000,8.67,1.30,2.84,9.97,2,0,11,30
7767961,64853,302,202,192,2019-11-02,2019-11-03,9,242,DBA joke mug - two types of DBAs (White),Each,2,4.33,15.000,8.67,1.30,2.84,9.97,2,0,11,30
7768801,64853,302,202,192,2019-11-02,2019-11-03,9,242,DBA joke mug - two types of DBAs (White),Each,2,4.33,15.000,8.67,1.30,2.84,9.97,2,0,11,30
8328181,64853,302,202,192,2019-12-28,2019-12-29,9,242,DBA joke mug - two types of DBAs (White),Each,2,4.33,15.000,8.67,1.30,2.84,9.97,2,0,11,30
8330701,64853,302,202,192,2019-12-28,2019-12-29,9,242,DBA joke mug - two types of DBAs (White),Each,2,4.33,15.000,8.67,1.30,2.84,9.97,2,0,11,30
7746841,64853,302,202,192,2019-10-31,2019-11-01,9,242,DBA joke mug - two types of DBAs (White),Each,2,4.33,15.000,8.67,1.30,2.84,9.97,2,0,11,30
4321,64853,302,202,207,2018-03-30,2018-03-31,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4321,64853,302,202,207,2018-03-31,2018-04-01,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4321,64853,302,202,207,2018-04-01,2018-04-02,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4321,64853,302,202,207,2018-04-02,2018-04-03,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4321,64853,302,202,207,2018-04-03,2018-04-04,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4321,64853,302,202,207,2018-04-04,2018-04-05,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4321,64853,302,202,207,2018-04-05,2018-04-06,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4321,64853,302,202,207,2018-04-06,2018-04-07,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4321,64853,302,202,207,2018-04-07,2018-04-08,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4321,64853,302,202,207,2018-04-08,2018-04-09,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4321,64853,302,202,207,2018-04-09,2018-04-10,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4321,64853,302,202,207,2018-04-10,2018-04-11,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4321,64853,302,202,207,2018-04-11,2018-04-12,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4321,64853,302,202,207,2018-04-12,2018-04-13,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4321,64853,302,202,207,2018-04-13,2018-04-14,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4321,64853,302,202,207,2018-04-14,2018-04-15,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4321,64853,302,202,207,2018-04-15,2018-04-16,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4321,64853,302,202,207,2018-04-16,2018-04-17,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4321,64853,302,202,207,2018-04-17,2018-04-18,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4321,64853,302,202,207,2018-04-18,2018-04-19,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4321,64853,302,202,207,2018-04-19,2018-04-20,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4321,64853,302,202,207,2018-04-20,2018-04-21,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4321,64853,302,202,207,2018-04-21,2018-04-22,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4321,64853,302,202,207,2018-04-22,2018-04-23,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4321,64853,302,202,207,2018-04-23,2018-04-24,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4321,64853,302,202,207,2018-04-24,2018-04-25,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4321,64853,302,202,207,2018-04-25,2018-04-26,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4321,64853,302,202,207,2018-04-26,2018-04-27,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4321,64853,302,202,207,2018-04-27,2018-04-28,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4321,64853,302,202,207,2018-04-28,2018-04-29,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4321,64853,302,202,207,2018-04-29,2018-04-30,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4321,64853,302,202,207,2018-04-30,2018-05-01,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4321,64853,302,202,207,2018-05-01,2018-05-02,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4321,64853,302,202,207,2018-05-02,2018-05-03,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4321,64853,302,202,207,2018-05-03,2018-05-04,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4321,64853,302,202,207,2018-05-04,2018-05-05,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4321,64853,302,202,207,2018-05-05,2018-05-06,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4321,64853,302,202,207,2018-05-06,2018-05-07,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4321,64853,302,202,207,2018-05-07,2018-05-08,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4321,64853,302,202,207,2018-05-08,2018-05-09,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4321,64853,302,202,207,2018-05-09,2018-05-10,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4321,64853,302,202,207,2018-05-10,2018-05-11,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4321,64853,302,202,207,2018-05-11,2018-05-12,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4321,64853,302,202,207,2018-05-12,2018-05-13,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4321,64853,302,202,207,2018-05-13,2018-05-14,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4321,64853,302,202,207,2018-05-14,2018-05-15,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4321,64853,302,202,207,2018-05-15,2018-05-16,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4321,64853,302,202,207,2018-05-16,2018-05-17,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4321,64853,302,202,207,2018-05-17,2018-05-18,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4321,64853,302,202,207,2018-05-18,2018-05-19,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4321,64853,302,202,207,2018-05-19,2018-05-20,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4321,64853,302,202,207,2018-05-20,2018-05-21,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4321,64853,302,202,207,2018-05-21,2018-05-22,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4321,64853,302,202,207,2018-05-22,2018-05-23,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4321,64853,302,202,207,2018-05-23,2018-05-24,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4321,64853,302,202,207,2018-05-24,2018-05-25,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4321,64853,302,202,207,2018-05-25,2018-05-26,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
7213981,64853,302,202,207,2019-09-08,2019-09-09,9,242,USB food flash drive - shrimp cocktail,Each,1,10.67,15.000,10.67,1.60,3.34,12.27,1,0,11,67
7254961,64853,302,202,207,2019-09-12,2019-09-13,9,242,USB food flash drive - shrimp cocktail,Each,1,10.67,15.000,10.67,1.60,3.34,12.27,1,0,11,67
7285201,64853,302,202,207,2019-09-15,2019-09-16,9,242,USB food flash drive - shrimp cocktail,Each,1,10.67,15.000,10.67,1.60,3.34,12.27,1,0,11,67
7608181,64853,302,202,207,2019-10-17,2019-10-18,9,242,USB food flash drive - shrimp cocktail,Each,1,10.67,15.000,10.67,1.60,3.34,12.27,1,0,11,67
7188841,64853,302,202,207,2019-09-05,2019-09-06,9,242,USB food flash drive - shrimp cocktail,Each,1,10.67,15.000,10.67,1.60,3.34,12.27,1,0,11,67
7190341,64853,302,202,207,2019-09-05,2019-09-06,9,242,USB food flash drive - shrimp cocktail,Each,1,10.67,15.000,10.67,1.60,3.34,12.27,1,0,11,67
7218841,64853,302,202,207,2019-09-08,2019-09-09,9,242,USB food flash drive - shrimp cocktail,Each,1,10.67,15.000,10.67,1.60,3.34,12.27,1,0,11,67
7287541,64853,302,202,207,2019-09-15,2019-09-16,9,242,USB food flash drive - shrimp cocktail,Each,1,10.67,15.000,10.67,1.60,3.34,12.27,1,0,11,67
7223521,64853,302,202,207,2019-09-09,2019-09-10,9,242,USB food flash drive - shrimp cocktail,Each,1,10.67,15.000,10.67,1.60,3.34,12.27,1,0,11,67
7223581,64853,302,202,207,2019-09-09,2019-09-10,9,242,USB food flash drive - shrimp cocktail,Each,1,10.67,15.000,10.67,1.60,3.34,12.27,1,0,11,67
7261741,64853,302,202,207,2019-09-13,2019-09-14,9,242,USB food flash drive - shrimp cocktail,Each,1,10.67,15.000,10.67,1.60,3.34,12.27,1,0,11,67
7261801,64853,302,202,207,2019-09-13,2019-09-14,9,242,USB food flash drive - shrimp cocktail,Each,1,10.67,15.000,10.67,1.60,3.34,12.27,1,0,11,67
7262641,64853,302,202,207,2019-09-13,2019-09-14,9,242,USB food flash drive - shrimp cocktail,Each,1,10.67,15.000,10.67,1.60,3.34,12.27,1,0,11,67
7263481,64853,302,202,207,2019-09-13,2019-09-14,9,242,USB food flash drive - shrimp cocktail,Each,1,10.67,15.000,10.67,1.60,3.34,12.27,1,0,11,67
7264261,64853,302,202,207,2019-09-13,2019-09-14,9,242,USB food flash drive - shrimp cocktail,Each,1,10.67,15.000,10.67,1.60,3.34,12.27,1,0,11,67
7265101,64853,302,202,207,2019-09-13,2019-09-14,9,242,USB food flash drive - shrimp cocktail,Each,1,10.67,15.000,10.67,1.60,3.34,12.27,1,0,11,67
7265941,64853,302,202,207,2019-09-13,2019-09-14,9,242,USB food flash drive - shrimp cocktail,Each,1,10.67,15.000,10.67,1.60,3.34,12.27,1,0,11,67
7295101,64853,302,202,207,2019-09-16,2019-09-17,9,242,USB food flash drive - shrimp cocktail,Each,1,10.67,15.000,10.67,1.60,3.34,12.27,1,0,11,67
7192681,64853,302,202,207,2019-09-06,2019-09-07,9,242,USB food flash drive - shrimp cocktail,Each,1,10.67,15.000,10.67,1.60,3.34,12.27,1,0,11,67
7224421,64853,302,202,207,2019-09-09,2019-09-10,9,242,USB food flash drive - shrimp cocktail,Each,1,10.67,15.000,10.67,1.60,3.34,12.27,1,0,11,67
7225261,64853,302,202,207,2019-09-09,2019-09-10,9,242,USB food flash drive - shrimp cocktail,Each,1,10.67,15.000,10.67,1.60,3.34,12.27,1,0,11,67
7226101,64853,302,202,207,2019-09-09,2019-09-10,9,242,USB food flash drive - shrimp cocktail,Each,1,10.67,15.000,10.67,1.60,3.34,12.27,1,0,11,67
7266781,64853,302,202,207,2019-09-13,2019-09-14,9,242,USB food flash drive - shrimp cocktail,Each,1,10.67,15.000,10.67,1.60,3.34,12.27,1,0,11,67
7271401,64853,302,202,207,2019-09-14,2019-09-15,9,242,USB food flash drive - shrimp cocktail,Each,1,10.67,15.000,10.67,1.60,3.34,12.27,1,0,11,67
7271461,64853,302,202,207,2019-09-14,2019-09-15,9,242,USB food flash drive - shrimp cocktail,Each,1,10.67,15.000,10.67,1.60,3.34,12.27,1,0,11,67
7272301,64853,302,202,207,2019-09-14,2019-09-15,9,242,USB food flash drive - shrimp cocktail,Each,1,10.67,15.000,10.67,1.60,3.34,12.27,1,0,11,67
7273141,64853,302,202,207,2019-09-14,2019-09-15,9,242,USB food flash drive - shrimp cocktail,Each,1,10.67,15.000,10.67,1.60,3.34,12.27,1,0,11,67
7301821,64853,302,202,207,2019-09-17,2019-09-18,9,242,USB food flash drive - shrimp cocktail,Each,1,10.67,15.000,10.67,1.60,3.34,12.27,1,0,11,67
7301881,64853,302,202,207,2019-09-17,2019-09-18,9,242,USB food flash drive - shrimp cocktail,Each,1,10.67,15.000,10.67,1.60,3.34,12.27,1,0,11,67
7302781,64853,302,202,207,2019-09-17,2019-09-18,9,242,USB food flash drive - shrimp cocktail,Each,1,10.67,15.000,10.67,1.60,3.34,12.27,1,0,11,67
7231441,64853,302,202,207,2019-09-10,2019-09-11,9,242,USB food flash drive - shrimp cocktail,Each,1,10.67,15.000,10.67,1.60,3.34,12.27,1,0,11,67
7231501,64853,302,202,207,2019-09-10,2019-09-11,9,242,USB food flash drive - shrimp cocktail,Each,1,10.67,15.000,10.67,1.60,3.34,12.27,1,0,11,67
7232341,64853,302,202,207,2019-09-10,2019-09-11,9,242,USB food flash drive - shrimp cocktail,Each,1,10.67,15.000,10.67,1.60,3.34,12.27,1,0,11,67
7273981,64853,302,202,207,2019-09-14,2019-09-15,9,242,USB food flash drive - shrimp cocktail,Each,1,10.67,15.000,10.67,1.60,3.34,12.27,1,0,11,67
7274821,64853,302,202,207,2019-09-14,2019-09-15,9,242,USB food flash drive - shrimp cocktail,Each,1,10.67,15.000,10.67,1.60,3.34,12.27,1,0,11,67
7304581,64853,302,202,207,2019-09-17,2019-09-18,9,242,USB food flash drive - shrimp cocktail,Each,1,10.67,15.000,10.67,1.60,3.34,12.27,1,0,11,67
6363061,64853,302,202,207,2019-06-15,2019-06-16,9,242,USB food flash drive - shrimp cocktail,Each,1,10.67,15.000,10.67,1.60,3.34,12.27,1,0,11,67
6363121,64853,302,202,207,2019-06-15,2019-06-16,9,242,USB food flash drive - shrimp cocktail,Each,1,10.67,15.000,10.67,1.60,3.34,12.27,1,0,11,67
6364021,64853,302,202,207,2019-06-15,2019-06-16,9,242,USB food flash drive - shrimp cocktail,Each,1,10.67,15.000,10.67,1.60,3.34,12.27,1,0,11,67
6364981,64853,302,202,207,2019-06-15,2019-06-16,9,242,USB food flash drive - shrimp cocktail,Each,1,10.67,15.000,10.67,1.60,3.34,12.27,1,0,11,67
6365821,64853,302,202,207,2019-06-15,2019-06-16,9,242,USB food flash drive - shrimp cocktail,Each,1,10.67,15.000,10.67,1.60,3.34,12.27,1,0,11,67
6366601,64853,302,202,207,2019-06-15,2019-06-16,9,242,USB food flash drive - shrimp cocktail,Each,1,10.67,15.000,10.67,1.60,3.34,12.27,1,0,11,67
6367501,64853,302,202,207,2019-06-15,2019-06-16,9,242,USB food flash drive - shrimp cocktail,Each,1,10.67,15.000,10.67,1.60,3.34,12.27,1,0,11,67
6368341,64853,302,202,207,2019-06-15,2019-06-16,9,242,USB food flash drive - shrimp cocktail,Each,1,10.67,15.000,10.67,1.60,3.34,12.27,1,0,11,67
5822461,64853,302,202,207,2019-04-22,2019-04-23,9,242,USB food flash drive - shrimp cocktail,Each,1,10.67,15.000,10.67,1.60,3.34,12.27,1,0,11,67
5823421,64853,302,202,207,2019-04-22,2019-04-23,9,242,USB food flash drive - shrimp cocktail,Each,1,10.67,15.000,10.67,1.60,3.34,12.27,1,0,11,67
5824261,64853,302,202,207,2019-04-22,2019-04-23,9,242,USB food flash drive - shrimp cocktail,Each,1,10.67,15.000,10.67,1.60,3.34,12.27,1,0,11,67
5826781,64853,302,202,207,2019-04-22,2019-04-23,9,242,USB food flash drive - shrimp cocktail,Each,1,10.67,15.000,10.67,1.60,3.34,12.27,1,0,11,67
5827561,64853,302,202,207,2019-04-22,2019-04-23,9,242,USB food flash drive - shrimp cocktail,Each,1,10.67,15.000,10.67,1.60,3.34,12.27,1,0,11,67
5830741,64853,302,202,207,2019-04-23,2019-04-24,9,242,USB food flash drive - shrimp cocktail,Each,1,10.67,15.000,10.67,1.60,3.34,12.27,1,0,11,67
6373381,64853,302,202,207,2019-06-16,2019-06-17,9,242,USB food flash drive - shrimp cocktail,Each,1,10.67,15.000,10.67,1.60,3.34,12.27,1,0,11,67
6373441,64853,302,202,207,2019-06-16,2019-06-17,9,242,USB food flash drive - shrimp cocktail,Each,1,10.67,15.000,10.67,1.60,3.34,12.27,1,0,11,67
6374341,64853,302,202,207,2019-06-16,2019-06-17,9,242,USB food flash drive - shrimp cocktail,Each,1,10.67,15.000,10.67,1.60,3.34,12.27,1,0,11,67
6375301,64853,302,202,207,2019-06-16,2019-06-17,9,242,USB food flash drive - shrimp cocktail,Each,1,10.67,15.000,10.67,1.60,3.34,12.27,1,0,11,67
6376201,64853,302,202,207,2019-06-16,2019-06-17,9,242,USB food flash drive - shrimp cocktail,Each,1,10.67,15.000,10.67,1.60,3.34,12.27,1,0,11,67
6377041,64853,302,202,207,2019-06-16,2019-06-17,9,242,USB food flash drive - shrimp cocktail,Each,1,10.67,15.000,10.67,1.60,3.34,12.27,1,0,11,67
6382021,64853,302,202,207,2019-06-16,2019-06-17,9,242,USB food flash drive - shrimp cocktail,Each,1,10.67,15.000,10.67,1.60,3.34,12.27,1,0,11,67
7747621,64853,302,202,192,2019-10-31,2019-11-01,9,242,DBA joke mug - two types of DBAs (White),Each,2,4.33,15.000,8.67,1.30,2.84,9.97,2,0,11,30
7748401,64853,302,202,192,2019-10-31,2019-11-01,9,242,DBA joke mug - two types of DBAs (White),Each,2,4.33,15.000,8.67,1.30,2.84,9.97,2,0,11,30
7788541,64853,302,202,192,2019-11-04,2019-11-05,9,242,DBA joke mug - two types of DBAs (White),Each,2,4.33,15.000,8.67,1.30,2.84,9.97,2,0,11,30
7789321,64853,302,202,192,2019-11-04,2019-11-05,9,242,DBA joke mug - two types of DBAs (White),Each,2,4.33,15.000,8.67,1.30,2.84,9.97,2,0,11,30
8335561,64853,302,202,192,2019-12-29,2019-12-30,9,242,DBA joke mug - two types of DBAs (White),Each,2,4.33,15.000,8.67,1.30,2.84,9.97,2,0,11,30
7749181,64853,302,202,192,2019-10-31,2019-11-01,9,242,DBA joke mug - two types of DBAs (White),Each,2,4.33,15.000,8.67,1.30,2.84,9.97,2,0,11,30
7793581,64853,302,202,192,2019-11-05,2019-11-06,9,242,DBA joke mug - two types of DBAs (White),Each,2,4.33,15.000,8.67,1.30,2.84,9.97,2,0,11,30
7750861,64853,302,202,192,2019-11-01,2019-11-02,9,242,DBA joke mug - two types of DBAs (White),Each,2,4.33,15.000,8.67,1.30,2.84,9.97,2,0,11,30
7751821,64853,302,202,192,2019-11-01,2019-11-02,9,242,DBA joke mug - two types of DBAs (White),Each,2,4.33,15.000,8.67,1.30,2.84,9.97,2,0,11,30
7795981,64853,302,202,192,2019-11-05,2019-11-06,9,242,DBA joke mug - two types of DBAs (White),Each,2,4.33,15.000,8.67,1.30,2.84,9.97,2,0,11,30
7796821,64853,302,202,192,2019-11-05,2019-11-06,9,242,DBA joke mug - two types of DBAs (White),Each,2,4.33,15.000,8.67,1.30,2.84,9.97,2,0,11,30
7769761,64853,302,202,192,2019-11-03,2019-11-04,9,242,DBA joke mug - two types of DBAs (White),Each,2,4.33,15.000,8.67,1.30,2.84,9.97,2,0,11,30
7770661,64853,302,202,192,2019-11-03,2019-11-04,9,242,DBA joke mug - two types of DBAs (White),Each,2,4.33,15.000,8.67,1.30,2.84,9.97,2,0,11,30
7774021,64853,302,202,192,2019-11-03,2019-11-04,9,242,DBA joke mug - two types of DBAs (White),Each,2,4.33,15.000,8.67,1.30,2.84,9.97,2,0,11,30
7798621,64853,302,202,192,2019-11-05,2019-11-06,9,242,DBA joke mug - two types of DBAs (White),Each,2,4.33,15.000,8.67,1.30,2.84,9.97,2,0,11,30
7799401,64853,302,202,192,2019-11-05,2019-11-06,9,242,DBA joke mug - two types of DBAs (White),Each,2,4.33,15.000,8.67,1.30,2.84,9.97,2,0,11,30
7774861,64853,302,202,192,2019-11-03,2019-11-04,9,242,DBA joke mug - two types of DBAs (White),Each,2,4.33,15.000,8.67,1.30,2.84,9.97,2,0,11,30
7775761,64853,302,202,192,2019-11-03,2019-11-04,9,242,DBA joke mug - two types of DBAs (White),Each,2,4.33,15.000,8.67,1.30,2.84,9.97,2,0,11,30
7776601,64853,302,202,192,2019-11-03,2019-11-04,9,242,DBA joke mug - two types of DBAs (White),Each,2,4.33,15.000,8.67,1.30,2.84,9.97,2,0,11,30
7778941,64853,302,202,192,2019-11-03,2019-11-04,9,242,DBA joke mug - two types of DBAs (White),Each,2,4.33,15.000,8.67,1.30,2.84,9.97,2,0,11,30
7463641,64853,302,202,192,2019-10-03,2019-10-04,9,242,DBA joke mug - two types of DBAs (White),Each,2,4.33,15.000,8.67,1.30,2.84,9.97,2,0,11,30
7464541,64853,302,202,192,2019-10-03,2019-10-04,9,242,DBA joke mug - two types of DBAs (White),Each,2,4.33,15.000,8.67,1.30,2.84,9.97,2,0,11,30
7439281,64853,302,202,192,2019-09-30,2019-10-01,9,242,DBA joke mug - two types of DBAs (White),Each,2,4.33,15.000,8.67,1.30,2.84,9.97,2,0,11,30
7440241,64853,302,202,192,2019-10-01,2019-10-02,9,242,DBA joke mug - two types of DBAs (White),Each,2,4.33,15.000,8.67,1.30,2.84,9.97,2,0,11,30
7857841,64853,302,202,192,2019-11-11,2019-11-12,9,242,DBA joke mug - two types of DBAs (White),Each,2,4.33,15.000,8.67,1.30,2.84,9.97,2,0,11,30
7858681,64853,302,202,192,2019-11-12,2019-11-13,9,242,DBA joke mug - two types of DBAs (White),Each,2,4.33,15.000,8.67,1.30,2.84,9.97,2,0,11,30
7441981,64853,302,202,192,2019-10-01,2019-10-02,9,242,DBA joke mug - two types of DBAs (White),Each,2,4.33,15.000,8.67,1.30,2.84,9.97,2,0,11,30
7444381,64853,302,202,192,2019-10-01,2019-10-02,9,242,DBA joke mug - two types of DBAs (White),Each,2,4.33,15.000,8.67,1.30,2.84,9.97,2,0,11,30
7445221,64853,302,202,192,2019-10-01,2019-10-02,9,242,DBA joke mug - two types of DBAs (White),Each,2,4.33,15.000,8.67,1.30,2.84,9.97,2,0,11,30
7446121,64853,302,202,192,2019-10-01,2019-10-02,9,242,DBA joke mug - two types of DBAs (White),Each,2,4.33,15.000,8.67,1.30,2.84,9.97,2,0,11,30
7860481,64853,302,202,192,2019-11-12,2019-11-13,9,242,DBA joke mug - two types of DBAs (White),Each,2,4.33,15.000,8.67,1.30,2.84,9.97,2,0,11,30
7862941,64853,302,202,192,2019-11-12,2019-11-13,9,242,DBA joke mug - two types of DBAs (White),Each,2,4.33,15.000,8.67,1.30,2.84,9.97,2,0,11,30
7863721,64853,302,202,192,2019-11-12,2019-11-13,9,242,DBA joke mug - two types of DBAs (White),Each,2,4.33,15.000,8.67,1.30,2.84,9.97,2,0,11,30
7466221,64853,302,202,192,2019-10-03,2019-10-04,9,242,DBA joke mug - two types of DBAs (White),Each,2,4.33,15.000,8.67,1.30,2.84,9.97,2,0,11,30
7467001,64853,302,202,192,2019-10-03,2019-10-04,9,242,DBA joke mug - two types of DBAs (White),Each,2,4.33,15.000,8.67,1.30,2.84,9.97,2,0,11,30
7467781,64853,302,202,192,2019-10-03,2019-10-04,9,242,DBA joke mug - two types of DBAs (White),Each,2,4.33,15.000,8.67,1.30,2.84,9.97,2,0,11,30
7468501,64853,302,202,192,2019-10-03,2019-10-04,9,242,DBA joke mug - two types of DBAs (White),Each,2,4.33,15.000,8.67,1.30,2.84,9.97,2,0,11,30
7469341,64853,302,202,192,2019-10-04,2019-10-05,9,242,DBA joke mug - two types of DBAs (White),Each,2,4.33,15.000,8.67,1.30,2.84,9.97,2,0,11,30
7876981,64853,302,202,192,2019-11-13,2019-11-14,9,242,DBA joke mug - two types of DBAs (White),Each,2,4.33,15.000,8.67,1.30,2.84,9.97,2,0,11,30
7865341,64853,302,202,192,2019-11-12,2019-11-13,9,242,DBA joke mug - two types of DBAs (White),Each,2,4.33,15.000,8.67,1.30,2.84,9.97,2,0,11,30
